,PMID,PMCID,MappedPublisher,Journal_Title,Article_Title,COST
1271,,PMC3686461,Oxford University Press,Schizophrenia Bulletin,Life Events and Psychosis: A Review and Meta-Analysis,£2048.00
1272,,PMC3714924,Oxford University Press,Cardiovascular Research,Flecainide Reduces Ca2+ Spark and Wave Frequency Via Inhibition of The Sarcolemmal Sodium Current,£1020.00
1273,,PMC3583273,Oxford University Press,Journal of Infectious Diseases,"The role of interleukinâ10 family of cytokines in HIVâtuberculosis associated immune reconstitution inflammatory syndrome
",£2040.00
1274,,PMC3597664,Oxford University Press,Nucleic Acids Research,"TDP1 is an HMG chromatin protein facilitating RNA polymerase I transcription in African trypanosomes
",£852.00
1275,,PMC3575118,Oxford University Press,Medical Law Review,Regulatory or regulating publics? The European Union's regulation of emerging health technologies and citizen participation.,£2040.00
1276,,PMC3671369,Palgrave MacMillan ,BioSocieties,"Health Economists, Tobacco Control and International Development: On the Economisation of Global Health beyond Neoliberal Structural Adjustment Policies",£1920.00
1277,,PMC3836409,Sage Publishing,Environment and Planning A,Transnational families and the family nexus: perspectives of Indonesian and Filipino children left behind by migrant parent(s),£1800.00
1278,,PMC3744396,Public Library of Science (PLOS),PLOS Computational Biology,Spike triggered hormone secretion in vasopressin cells; a model investigation of mechanism and heterogeneous population function,£1429.13
1279,,PMC3681601,Public Library of Science (PLOS),PLoS Genetics,Meiosis-specific stable binding of Augmin to acentrosomal spindle poles promotes biased microtubule assembly in oocytes,£1494.42
1280,3715439,,Public Library of Science (PLOS),Plos Genetics,Strabismus promotes recruitment and degradation of farnesylated Prickle in Drosophila planar polarity specification,£1761.48
1281,,PMC3493395,Public Library of Science (PLOS),PLOS NTD,Chitinase 3-like 1 protein levels are elevated in Schistosoma haematobium infected children,£1283.76
1282,3517619,,Public Library of Science (PLOS),PLoS ONE,"HCN1 and HCN2 in Rat DRG Neurons: Levels in Nociceptors and Non-Nociceptors, NT3-Dependence and Influence of CFA-Induced Skin Inflammation on HCN2 and NT3 Expression",£1001.03
1283,3498109,,Public Library of Science (PLOS),PloS One,Fetal alcohol exposure and IQ at age 8: Evidence from a population-based birth-cohort study,£1004.15
1284,3515553,,Public Library of Science (PLOS),PLoS ONE,Vitamin B-12 status during pregnancy and childs IQ at age 8: A Mendelian randomization study in the Avon Longitudinal Study of Parents and Children,£1011.45
1285,3522679,,Public Library of Science (PLOS),PLoS ONE,Validation of Dual Energy X-ray Absorptiometry measures of abdominal fat by comparison with magnetic resonance imaging in an Indian population,£1011.45
1286,3485223,,Public Library of Science (PLOS),PLoS ONE,Associations of different phenotypes of wheezing illness in early childhood with environmental variables implicated in the aetiology of asthma,£1015.73
1287,,PMC3547059,Public Library of Science (PLOS),PLoS ONE,"""Involvement of EphB1 receptors signalling in models of inflammatory and neuropathic pain"" PONE-D-12-21867",£1023.41
1288,3573029,,Public Library of Science (PLOS),PLoS ONE,Reactive oxygen species modulate the barrier function of the human glomerular endothelial glycocalyx,£1039.87
1289,3769269,,Public Library of Science (PLOS),PLoS ONE,Chronic pravastatin but not atorvastatin treatment impairs cognitive function in two rodent models of learning and memory,£1061.24
1290,3782430,,Public Library of Science (PLOS),PLoS ONE,Expression of HIV-1 Vpu Leads to Loss of the Viral Restriction Factor CD317/Tetherin from Lipid Rafts and its Enhanced Lysosomal Degradation,£1061.24
1291,3797097,,Public Library of Science (PLOS),PLoS ONE,"Molecular phylogeny of a RING E3 ubiquitin ligase, conserved in eukaryotic cells and dominated by homologous components, the muskelin/RanBPM/CTLH complex",£1061.24
1292,3675909,,Public Library of Science (PLOS),PLoS ONE,Anti-Müllerian hormone is not associated with cardiometabolic risk factors in adolescent females,£1080.00
1293,,PMC3566186,Public Library of Science (PLOS),PLoS ONE,A Method for Positive and Negative Selection of Plasmodium falciparum Platelet-Mediated Clumping Parasites,£794.93
1294,,PMC3694955,Public Library of Science (PLOS),PLoS ONE,"On the importance of countergradients for the development of retinotopy: Insights from a generalised 
Insights from a generalised",£809.29
1295,,PMC3729655,Public Library of Science (PLOS),PLoS ONE,Telomeric repeats facilitate CENP-ACnp1 incorporation via telomere binding proteins,£819.34
1296,,PMC3774797,Public Library of Science (PLOS),PLoS One,The effect of anti-rosetting agents against malaria parasites under physiological flow conditions,£854.96
1297,3620162,,Public Library of Science (PLOS),PLoS ONE,Modification of the FoxP3 transcription factor principally affects inducible T regulatory cells in a model of experimental autoimmune encephalomyelitis,£901.50
1298,,PMC3694164,Public Library of Science (PLOS),PLOS One,Regulation of Trypanosoma brusei total and polysomal MRNA during development within its mammalian host,£902.12
1299,3669132,,Public Library of Science (PLOS),Plos One,"Localised JAK/STAT pathway activation is required for Drosophila wing hinge
development",£903.89
1300,,PMC3597521,Public Library of Science (PLOS),PLOS Pathogens,Th2 Cell-intrinsic Hypo-responsiveness determines susceptibility to Helminth infection,£1343.73
1301,,PMC3798605,Public Library of Science (PLOS),PLOS Pathogens,Independent pathways can transduce the life-cycle deifferentiation signal in Trypanosoma brucei,£1438.45
1302,,PMC3715547,Public Library of Science (PLOS),PLOS Genetics,Trans-ancestral Studies Fine Map the SLE-Susceptibility LOcus TNFSF4,£1774.83
1303,,PMC3711905,Public Library of Science (PLOS),PLOS ONE,"Automated, high accuracy classification of Parkinsonian disorders: a pattern recognition approach",£1061.93
1304,,PMC3661540,Public Library of Science (PLOS),PLoS ONE,Prolonged internal displacement and common mental disorders in Sri Lanka_ the COMRAID study,£389.73
1305,,PMC3706442,Public Library of Science (PLOS),PLoS One,Genetics of callous-unemotional behavior in children,£443.38
1306,,PMC3527205,Public Library of Science (PLOS),PLoS Genetics,Genes contributing to pain sensitivity in the normal population: an exome sequencing study,£1676.06
1307,23184970,PMC3528594,Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences,Direct three-dimensional visualization of membrane disruption by amyloid fibrils,£1459.12
1308,,PMC3529030,Proceedings of the National Academy of Sciences of the United States of America,PNAS,How nature can exploit nonspecific catalytic and carbohydrate binding modules to create enzymatic specifity,£734.00
1309,2294692,,Proceedings of the National Academy of Sciences of the United States of America,PNAS,Shaping accoustic fields as a toolset for microfluidic manipulations in diagnostic technologies,£999999.00
1310,,PMC3612675,Proceedings of the National Academy of Sciences of the United States of America,PNAS USA,Cannabinoid- and lysophosphatidylinositol-sensitive receptor GPR55 boosts neurotransmitter release at central synapses,£651.58
1311,3396515,,Proceedings of the National Academy of Sciences of the United States of America,Proceedings of the National Academy of Sciences,Multistep molecular mechanism for Bone morphogenetic protein extracellular transport in the Drosophila embryo,£206.32
1312,23341602,PMC3568321,Proceedings of the National Academy of Sciences of the United States of America,Proceedings of the National Academy of Sciences,Specular reflections and the estimation of shape ,£663.30
1313,,PMC3491520,Proceedings of the National Academy of Sciences of the United States of America,Proceedings of the National Academy of Sciences of the USA,"Cyclooxygenase-1, not cyclooxygenase-2, is responsible for physiological production of prostracyclin in the cardiovascular system",£809.62
1314,,PMC3093473,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A.,Crystal structures of the endoplasmic reticulum aminopeptidase-1 (ERAP1) reveal the molecular basis for N-terminal peptide trimming.,£731.77
1315,,PMC3606973,Proceedings of the National Academy of Sciences of the United States of America,Proceedings of the national Academy of Sciences,Dimerization of complement factor H-related proteins modulates complement activation in vivo,£779.69
1316,,,Policy Press,Journal of Poverty and Social Justice,"

Subjective wellbeing: a primer for poverty analysts ",£1800.00
1317,,,Portland press,ASN Neuro,Astrocytes and glutamate homeostasis in Alzheimers disease: a decrease in glutamine synthetase but not in glutamate transporter-1 in the prefrontal cortex.,£1453.42
1318,3685266,,Portland press,Biochemical Journal,The dynamic action of SecA during the initiation of protein translocation,£1800.00
1319,20377523,PMC3685215,Portland press,Biochemical Journal,"Three dimensional structure of recombinant type 1 inositol 1,4,5-trisphosphate receptor",£1800.00
1320,23009366,PMC3685217,Portland press,Biochemical Journal,Activation of IP3 receptors requires an endogenous 1-8-14 calmodulin-binding motif,£1800.00
1321,,PMC3583032,Portland press,Biochemical Journal,Structure and mechanism of the PilF DNA transformation ATPase from Thermus thermophilus,£2050.00
1322,,PMC3526116,Portland press,Biochemical Journals,"Generation and characterisation of a lysosomally targeted, genetically encoded Ca2+- sensor",£1800.00
1323,23697937,PMC3685327,Portland press,Biochemical Society Transactions,CHD4 in the DNA-damage response and cell-cycle progression: not so NuRDy now,£2100.00
1324,23356304,PMC3561678,Portland press,Biochemical Society Transactions,End-resection at DNA double-strand breaks in the three domains of life,£900.00
1325,22928509,PMC3707360,Portland press,Essays in Biochemistry,Cells wars: regulation of cell survival and proliferation by cell competition,£270.00
1326,,PMC3631100,Portland press,The Biochemical Journal,"Inhibition of LRRK2 kinase activity leads to dephosphorylation of Ser910/Ser935, disruption of 14-3-3 binding and altered cytoplasmic localisation",£1800.00
1327,23282150,PMC3610541,Portland press,The Biochemical Journal,Subtype-selective regulation of IP3 receptors by thimerosal via cysteine residues within the IP3-binding core and suppressor domain,£1800.00
1328,,PMC3685328,Portland press,BIOCHEM SOC TRANS,"ZF-CXXC DOMAIN CONTAINING PROTEINS, CPG ISLANDS & THE CHROMATIN CONNECTION",£1800.00
1329,,PMC3632086,Portland press,Biochemical Journal,The P-body component USP52/PAN2 is a novel regulator of HIF1A mRNA stability.,£1800.00
1330,,PMC3635657,Portland press,Biochemical Journal,Characterization of a pre-export enzyme-chaperone complex on the twin-arginine transport pathway,£1800.00
1331,,PMC3778707,Portland press,Biochemical Journal,Human cap methyltransferase (RNMT) N-terminal non-catalytic domain mediates recruitment to transcription initiation sites.,£1800.00
